,ACCT_STREET_ADDR,NEW ADDRESS
40763,366 N GILBERT RD BLDG 2 STE 103,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['ALPHA'], ['WAY'], ['ALPHA'], ['DIGIT'], ['APT'], ['DIGIT']]),"
40830,2500 CLINTON SUITE E 1325,"("""", [['DIGIT'], ['ALPHA'], ['APT'], ['LETTER', 'DIR'], ['DIGIT']]),"
40849,2322 LEFT FORK OF ISLAND CRK,"("""", [['DIGIT'], ['ALPHA'], ['ALPHA'], ['ARTI'], ['ALPHA'], ['ALPHA']]),"
40868,465 CHATTAHOOCHE AVE NW STE650,"("""", [['DIGIT'], ['ALPHA'], ['WAY'], ['DIR'], ['ALNUM']]),"
40896,28175 SW CANYON CREEK RD S,"("""", [['DIGIT'], ['DIR'], ['WAY'], ['WAY'], ['WAY'], ['LETTER', 'DIR']]),"
40975,26 AVE A CORNWALL ON HUDSON,"("""", [['DIGIT'], ['WAY'], ['LETTER'], ['ALPHA'], ['ALPHA'], ['ALPHA']]),"
40980,703 LONG ROAD CROSSING DR STE 9,"("""", [['DIGIT'], ['ALPHA'], ['WAY'], ['ALPHA'], ['WAY'], ['APT'], ['DIGIT']]),"
41020,1647 REV DR RANSOM HOWARD ST,"("""", [['DIGIT'], ['ALPHA'], ['WAY'], ['ALPHA'], ['ALPHA'], ['WAY', 'PRE']]),"
41168,1495 US HIGHWAY 74A BYP,"("""", [['DIGIT'], ['ALPHA'], ['WAY'], ['AL_1NUM', 'NUMSTR'], ['ALPHA']]),"
41234,205 PARK PLZ STE205,"("""", [['DIGIT'], ['WAY'], ['ALPHA'], ['ALNUM']]),"
41302,818 N BROADWAY STE 208A,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['ALPHA'], ['APT'], ['AL_1NUM', 'NUMSTR']]),"
41362,10001 E DRY CREEK RD UNIT 3-103,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['ALPHA'], ['WAY'], ['WAY'], ['APT'], ['DIGIT'], ['DIGIT']]),"
41379,2498 MARTIN LUTHER KING JR DR STE C,"("""", [['DIGIT'], ['ALPHA'], ['ALPHA'], ['ALPHA'], ['ALPHA'], ['WAY'], ['APT'], ['LETTER']]),"
41581,2000 RIVERCHASE GALLERIA STE E,"("""", [['DIGIT'], ['ALPHA'], ['ALPHA'], ['APT'], ['LETTER', 'DIR']]),"
41696,1880 OLD HIGHWAY 51 S STE E,"("""", [['DIGIT'], ['ALPHA'], ['WAY'], ['DIGIT'], ['LETTER', 'DIR'], ['APT'], ['LETTER', 'DIR']]),"
41737,9200 BOLSA AVE # K4&5,"("""", [['DIGIT'], ['ALPHA'], ['WAY'], ['POUND'], ['ALNUM'], [], ['DIGIT']]),"
41805,3233 DE LA CRUZ BLVD STE D,"("""", [['DIGIT'], ['ARTI'], ['ARTI'], ['ALPHA'], ['WAY'], ['APT'], ['LETTER']]),"
41815,788 PARK SHORE DR APT C39,"("""", [['DIGIT'], ['WAY'], ['ALPHA'], ['WAY'], ['APT'], ['ALNUM']]),"
42014,11413 SOUTH ST UNIT C-3,"("""", [['DIGIT'], ['DIR'], ['WAY', 'PRE'], ['APT'], ['LETTER'], ['DIGIT']]),"
42025,1483 STATE ROUTE 27 STE 5&6,"("""", [['DIGIT'], ['ALPHA'], ['WAY'], ['DIGIT'], ['APT'], ['DIGIT'], [], ['DIGIT']]),"
42058,8103 CREEK BEND DR SUITE,"("""", [['DIGIT'], ['WAY'], ['ALPHA'], ['WAY'], ['APT']]),"
42204,130 MATTHEWS STATION ST STE 1I,"("""", [['DIGIT'], ['ALPHA'], ['ALPHA'], ['WAY', 'PRE'], ['APT'], ['AL_1NUM', 'NUMSTR']]),"
42334,106 HANCOCK BRIDGE PKWY W STE C11,"("""", [['DIGIT'], ['ALPHA'], ['ALPHA'], ['WAY'], ['LETTER', 'DIR'], ['APT'], ['ALNUM']]),"
42476,500-508GAT BOULEVARD,"("""", [['DIGIT'], ['NUMSTR'], ['WAY']]),"
42550,8721 RED HILL COUNTRY CLUB DR,"("""", [['DIGIT'], ['ALPHA'], ['WAY'], ['ALPHA'], ['ALPHA'], ['WAY']]),"
42588,1751 NW CAMELLIA LOOP,"("""", [['DIGIT'], ['DIR'], ['ALPHA'], ['ALPHA']]),"
42592,5249 N PARK PL NE # 220,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['WAY'], ['WAY'], ['DIR'], ['POUND'], ['DIGIT']]),"
42714,3707 N &TH ST STE300,"("""", [['DIGIT'], ['LETTER', 'DIR'], [], ['ALPHA'], ['WAY', 'PRE'], ['ALNUM']]),"
42847,16009 60TH ST E STE E,"("""", [['DIGIT'], ['NTH', 'NUMSTR'], ['WAY', 'PRE'], ['LETTER', 'DIR'], ['APT'], ['LETTER', 'DIR']]),"
42921,1125 W NORTH CAROLINA 54,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['DIR'], ['ALPHA'], ['DIGIT']]),"
42931,3930 LAS VEGAS BLVD S STE 121B,"("""", [['DIGIT'], ['ARTI'], ['ALPHA'], ['WAY'], ['LETTER', 'DIR'], ['APT'], ['AL_1NUM', 'NUMSTR']]),"
42939,750 FRANKLIN GTWY SE APT 20P,"("""", [['DIGIT'], ['ALPHA'], ['ALPHA'], ['DIR'], ['APT'], ['AL_1NUM', 'NUMSTR']]),"
42959,107-108 SAVIN HILL AVE # UNIT5,"("""", [['DIGIT'], ['DIGIT'], ['ALPHA'], ['WAY'], ['WAY'], ['POUND'], ['ALNUM']]),"
43056,1620 PLATTE ST STE B UNIT F,"("""", [['DIGIT'], ['ALPHA'], ['WAY', 'PRE'], ['APT'], ['LETTER'], ['APT'], ['LETTER']]),"
43100,50 STATE ST BLDG M,"("""", [['DIGIT'], ['ALPHA'], ['WAY', 'PRE'], ['ALPHA'], ['LETTER']]),"
43116,361 GEORGE W LILES PKWY NW,"("""", [['DIGIT'], ['ALPHA'], ['LETTER', 'DIR'], ['ALPHA'], ['WAY'], ['DIR']]),"
43131,130-134 AVENUE F,"("""", [['DIGIT'], ['DIGIT'], ['WAY'], ['LETTER']]),"
43193,2107 VAN NESS AVE # 1-2,"("""", [['DIGIT'], ['ALPHA'], ['ALPHA'], ['WAY'], ['POUND'], ['DIGIT'], ['DIGIT']]),"
43280,1800 EL CAMINO REALE STED,"("""", [['DIGIT'], ['ARTI'], ['ALPHA'], ['ALPHA'], ['ALPHA']]),"
43378,145 AVE OF THE AMERICAS 5C,"("""", [['DIGIT'], ['WAY'], ['ARTI'], ['ARTI'], ['ALPHA'], ['AL_1NUM', 'NUMSTR']]),"
43479,3525 MALL BLVD BLDG 2,"("""", [['DIGIT'], ['WAY'], ['WAY'], ['ALPHA'], ['DIGIT']]),"
43520,250 SPRING ST STE 7E321-325A,"("""", [['DIGIT'], ['ALPHA'], ['WAY', 'PRE'], ['APT'], ['ALNUM'], ['AL_1NUM', 'NUMSTR']]),"
43672,2830 DE LA VINA ST STE A,"("""", [['DIGIT'], ['ARTI'], ['ARTI'], ['ALPHA'], ['WAY', 'PRE'], ['APT'], ['LETTER']]),"
43776,2608 N JOHN B DENNIS HWY,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['ALPHA'], ['LETTER'], ['ALPHA'], ['WAY']]),"
43946,1200 HIGHWAY 74 S # STE-16,"("""", [['DIGIT'], ['WAY'], ['DIGIT'], ['LETTER', 'DIR'], ['POUND'], ['APT'], ['DIGIT']]),"
43966,5-7 JOHN R ALBANESE PL,"("""", [['DIGIT'], ['DIGIT'], ['ALPHA'], ['LETTER'], ['ALPHA'], ['WAY']]),"
44019,1100 S SAN PEDRO ST STE J2,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['PRE'], ['ALPHA'], ['WAY', 'PRE'], ['APT'], ['ALNUM']]),"
44054,1002 N CENTRAL EXPY # 589,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['ALPHA'], ['ALPHA'], ['POUND'], ['DIGIT']]),"
44059,285 DR MARTIN LUTHER KING JR BLVD,"("""", [['DIGIT'], ['WAY'], ['ALPHA'], ['ALPHA'], ['ALPHA'], ['ALPHA'], ['WAY']]),"
44077,LESK RT 25A THREE VILLAGE,"("""", [['ALPHA'], ['ALPHA'], ['AL_1NUM', 'NUMSTR'], ['ALPHA'], ['WAY']]),"
44183,195 TUNXIS HILL ROAD CUTOFF  S,"("""", [['DIGIT'], ['ALPHA'], ['WAY'], ['WAY'], ['ALPHA'], ['LETTER', 'DIR']]),"
44224,2540 EL CAMINO REAL STE E,"("""", [['DIGIT'], ['ARTI'], ['ALPHA'], ['ALPHA'], ['APT'], ['LETTER', 'DIR']]),"
44302,2710 VIA DE LA VALLE STE B130,"("""", [['DIGIT'], ['ALPHA'], ['ARTI'], ['ARTI'], ['ALPHA'], ['APT'], ['ALNUM']]),"
44424,1145 SOUTH CAMINO DEL RIO 120,"("""", [['DIGIT'], ['DIR'], ['ALPHA'], ['ARTI'], ['ALPHA'], ['DIGIT']]),"
44599,N 15481 A-1 ROAD,"("""", [['LETTER', 'DIR'], ['DIGIT'], ['LETTER'], ['DIGIT'], ['WAY']]),"
44602,100 PARK AVE W APT B1,"("""", [['DIGIT'], ['WAY'], ['WAY'], ['LETTER', 'DIR'], ['APT'], ['ALNUM']]),"
44632,9901 N CAPITAL OF TX HWY 150,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['ALPHA'], ['ARTI'], ['ALPHA'], ['WAY'], ['DIGIT']]),"
44636,9103 FM 1960 W RD STEH,"("""", [['DIGIT'], ['ALPHA'], ['DIGIT'], ['LETTER', 'DIR'], ['WAY'], ['ALPHA']]),"
44677,1331 N HIGHWAY 190 STE 100 UNIT A,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['WAY'], ['DIGIT'], ['APT'], ['DIGIT'], ['APT'], ['LETTER']]),"
44719,1129 OLIVE DR STE A-B,"("""", [['DIGIT'], ['ALPHA'], ['WAY'], ['APT'], ['LETTER'], ['LETTER']]),"
44721,100 N HIGHWAY 90 BYP,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['WAY'], ['DIGIT'], ['ALPHA']]),"
44884,1071 S US-27,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['ALPHA'], ['DIGIT']]),"
45047,120 PARK 42 DR STE D,"("""", [['DIGIT'], ['WAY'], ['DIGIT'], ['WAY'], ['APT'], ['LETTER']]),"
45049,245 W 29TH ST FRNT 5,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['NTH', 'NUMSTR'], ['WAY', 'PRE'], ['ALPHA'], ['DIGIT']]),"
45070,1860 MESA GRANDE LOOP NE,"("""", [['DIGIT'], ['ALPHA'], ['ALPHA'], ['ALPHA'], ['DIR']]),"
45083,450-106 SR 13 NORTH 213,"("""", [['DIGIT'], ['DIGIT'], ['ALPHA'], ['DIGIT'], ['DIR'], ['DIGIT']]),"
45287,3702 IH 35  S STE109,"("""", [['DIGIT'], ['ALPHA'], ['DIGIT'], ['LETTER', 'DIR'], ['ALNUM']]),"
45308,8601 W POINT DOUGLAS RD S,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['WAY'], ['ALPHA'], ['WAY'], ['LETTER', 'DIR']]),"
45331,1 S MARKET FANEUIL HALL MKPL,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['ALPHA'], ['ALPHA'], ['ALPHA'], ['ALPHA']]),"
45665,13031 CENTRAL AVE NE # E,"("""", [['DIGIT'], ['ALPHA'], ['WAY'], ['DIR'], ['POUND'], ['LETTER', 'DIR']]),"
45736,1773 W SAN BERNARDINO RD STE A2,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['PRE'], ['ALPHA'], ['WAY'], ['APT'], ['ALNUM']]),"
45738,W211N10555 PARK HILL LN,"("""", [['ALNUM'], ['WAY'], ['WAY'], ['WAY']]),"
45921,713 MAIN STREET LIBERTY CUSTOM TA,"("""", [['DIGIT'], ['ALPHA'], ['WAY'], ['ALPHA'], ['ALPHA'], ['ALPHA']]),"
46012,1321 W SAINTE MARIES ST STE A,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['ALPHA'], ['ALPHA'], ['WAY', 'PRE'], ['APT'], ['LETTER']]),"
46054,226 N WEST 2D ST APT C,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['DIR'], ['AL_1NUM', 'NUMSTR'], ['WAY', 'PRE'], ['APT'], ['LETTER']]),"
46085,24 & 26 S VILLAGE AVENUE,"("""", [['DIGIT'], [], ['DIGIT'], ['LETTER', 'DIR'], ['WAY'], ['WAY']]),"
46092,1001 E HEBRON PKWY STE118-101,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['ALPHA'], ['WAY'], ['ALNUM'], ['DIGIT']]),"
46218,465 T C JESTER BLVD UNIT B,"("""", [['DIGIT'], ['LETTER'], ['LETTER'], ['ALPHA'], ['WAY'], ['APT'], ['LETTER']]),"
46261,1234 N SANTA FE AVE STE 111-2,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['PRE'], ['ALPHA'], ['WAY'], ['APT'], ['DIGIT'], ['DIGIT']]),"
46309,484 49TH ST # D,"("""", [['DIGIT'], ['NTH', 'NUMSTR'], ['WAY', 'PRE'], ['POUND'], ['LETTER']]),"
46393,5720 N BELT W STE 20-255,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['ALPHA'], ['LETTER', 'DIR'], ['APT'], ['DIGIT'], ['DIGIT']]),"
46500,240 E MAIN ST STE1A,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['ALPHA'], ['WAY', 'PRE'], ['ALNUM']]),"
46587,11235 SAINT JOHNS INDUSTRIAL PKWY N # 3,"("""", [['DIGIT'], ['PRE'], ['ALPHA'], ['ALPHA'], ['WAY'], ['LETTER', 'DIR'], ['POUND'], ['DIGIT']]),"
46647,1 WALDEN GALLERIA SPC F-205,"("""", [['DIGIT'], ['ALPHA'], ['ALPHA'], ['APT'], ['LETTER'], ['DIGIT']]),"
46911,3795 E BIDWELL ST STE100 526,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['ALPHA'], ['WAY', 'PRE'], ['ALNUM'], ['DIGIT']]),"
46915,901 NE LOOP 410 807,"("""", [['DIGIT'], ['DIR'], ['ALPHA'], ['DIGIT'], ['DIGIT']]),"
47097,1 W FLATIRON CROSSING DR # UNIT,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['ALPHA'], ['ALPHA'], ['WAY'], ['POUND'], ['APT']]),"
47114,1941-1943 PARK ST,"("""", [['DIGIT'], ['DIGIT'], ['WAY'], ['WAY', 'PRE']]),"
47116,12316A N MAY AVE # 141,"("""", [['AL_1NUM', 'NUMSTR'], ['LETTER', 'DIR'], ['ALPHA'], ['WAY'], ['POUND'], ['DIGIT']]),"
47129,5161 E COURT ST N STE1,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['WAY'], ['WAY', 'PRE'], ['LETTER', 'DIR'], ['ALNUM']]),"
47169,1821 S SAN JACINTO  E,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['PRE'], ['ALPHA'], ['LETTER', 'DIR']]),"
47192,8428 AVENUE P BLDG 1,"("""", [['DIGIT'], ['WAY'], ['LETTER'], ['ALPHA'], ['DIGIT']]),"
47410,5930 LYNDON B JOHNSON FWY STE,"("""", [['DIGIT'], ['ALPHA'], ['LETTER'], ['ALPHA'], ['WAY'], ['APT']]),"
47430,403 1/2 - 405 E GREEN ST,"("""", [['DIGIT'], [], ['DIGIT'], ['LETTER', 'DIR'], ['ALPHA'], ['WAY', 'PRE']]),"
47486,1515-1525 ROUTE 9,"("""", [['DIGIT'], ['DIGIT'], ['WAY'], ['DIGIT']]),"
47552,50 TERMINAL ST STE 2 UNIT 101,"("""", [['DIGIT'], ['ALPHA'], ['WAY', 'PRE'], ['APT'], ['DIGIT'], ['APT'], ['DIGIT']]),"
47618,4499 VIA MARISOL # 137C,"("""", [['DIGIT'], ['ALPHA'], ['ALPHA'], ['POUND'], ['AL_1NUM', 'NUMSTR']]),"
